date,raw_daily,raw_weekly,symptoms_harmonized_daily
2018.04.09,59,66,61.428062
2018.04.10,55,66,57.263451
2018.04.11,54,66,56.222298
2018.04.12,49,66,51.016525
2018.04.13,50,66,52.057682
2018.04.14,48,66,49.975376
2018.04.15,52,64,55.382301
2018.04.16,48,64,51.122124
2018.04.17,45,64,47.926991
2018.04.18,50,64,53.252213
2018.04.19,48,64,51.122124
2018.04.20,50,64,53.252213
2018.04.21,53,64,56.447346
2018.04.22,50,61,52.422626
2018.04.23,51,61,53.471077
2018.04.24,47,61,49.277271
2018.04.25,50,61,52.422626
2018.04.26,49,61,51.374172
2018.04.27,45,61,47.180363
2018.04.28,43,61,45.083462
2018.04.29,51,57,52.801895
2018.04.30,50,57,51.766563
2018.05.01,54,57,55.907887
2018.05.02,41,57,42.448582
2018.05.03,38,57,39.34259
2018.05.04,36,57,37.271927
2018.05.05,47,57,48.660572
2018.05.06,49,57,52.044666
